index,foundation,project,field,location
11100,山东省友芳公益基金会,救助贫困大学生,教育,山东省
11101,山东省友芳公益基金会,救助贫困大学生,教育,山东省
11102,山东省友芳公益基金会,救助贫困儿童,教育,山东省
11103,山东省友芳公益基金会,救助贫困儿童,教育,山东省
11104,山东省友芳公益基金会,捐助“如湘爱心学屋”,扶贫助困,山东省
11105,山东省友芳公益基金会,救助罗庄区盛庄街道林村社区困难家庭,扶贫助困,山东省
11106,山东省友芳公益基金会,救助盛庄街道林村社区困难老党员,扶贫助困,山东省
11107,山东省友芳公益基金会,救助罗庄区林村社区困难老人,扶贫助困,山东省
11108,山东省友芳公益基金会,救助久泰集团困难员工,医疗救助,山东省
11109,山东省友芳公益基金会,救助罗庄区朱张桥东南社区困难群众和困难老人,扶贫助困,山东省
11110,山东省友芳公益基金会,捐助册山街道办事处敬老院,扶贫助困,山东省
11111,山东省友芳公益基金会,捐助罗庄办事处敬老院,扶贫助困,山东省
11112,山东省友芳公益基金会,慰问罗庄区抗战老兵,公共安全,山东省
11113,山东省友芳公益基金会,开展敬老活动,扶贫助困,山东省
11114,山东省友芳公益基金会,救助罗庄区朱张桥东南社区困难群众和70岁以上老人,扶贫助困,山东省
11115,山东省友芳公益基金会,开展“公益大讲堂”活动,公益行业发展,山东省
11116,陕西妇女儿童发展基金会,“春雷”高中生助学项目,教育,陕西省
11117,陕西妇女儿童发展基金会,爱心小伙房项目,教育,陕西省
11118,陕西妇女儿童发展基金会,陕西省事实无人抚养儿童生存现状调研项目,科学研究,陕西省
11119,陕西妇女儿童发展基金会,胡氏教育实施孤儿资助项目,扶贫助困,陕西省
11120,陕西妇女儿童发展基金会,何崇本事实无人抚养儿童助学试点项目,扶贫助困,陕西省
11121,陕西妇女儿童发展基金会,爱助事实孤儿项目,教育,陕西省
11122,陕西妇女儿童发展基金会,益起救助事实孤儿项目,教育,陕西省
11123,陕西妇女儿童发展基金会,母亲邮包项目,扶贫助困,陕西省
11124,陕西妇女儿童发展基金会,农村卫生校园项目,教育,陕西省
11125,陕西妇女儿童发展基金会,瑞泉中学综合服务水平提升项目,教育,陕西省
11126,陕西妇女儿童发展基金会,何崇本幼师奖学金项目,教育,陕西省
11127,陕西妇女儿童发展基金会,陕西女性（宫颈癌筛查）健康促进项目,卫生保健,陕西省
11128,陕西妇女儿童发展基金会,贫困妇女“两癌”资助项目,卫生保健,陕西省
11129,陕西妇女儿童发展基金会,关爱工程图书捐赠活动,教育,陕西省
11130,陕西妇女儿童发展基金会,春蕾女童带薪教育项目,教育,陕西省
11131,陕西妇女儿童发展基金会,校服捐赠专项慈善公益活动,教育,陕西省
11132,陕西妇女儿童发展基金会,旗帜奶粉公益捐赠活动,卫生保健,陕西省
11133,陕西妇女儿童发展基金会,牵手基金“,公益行业发展,陕西省
11134,陕西妇女儿童发展基金会,爱心报刊公益活动,教育,陕西省
11135,陕西妇女儿童发展基金会,壹乐园项目、社区发展项目、困境儿童关爱项目等,社区发展,陕西省
11136,神华公益基金会,神华爱心行动,医疗救助,全国
11137,神华公益基金会,神华爱心学校,教育,内蒙古自治区，江西省，青海省，新疆维吾尔自治区
11138,神华公益基金会,神华爱心书屋,教育,河北省，江西省
11139,神华公益基金会,助教助学项目,教育,新疆维吾尔自治区
11140,神华公益基金会,新生儿先心病免费筛查项目,医疗救助,河北省
11141,神华公益基金会,防治尘肺病项目,医疗救助,全国
11142,神华公益基金会,援藏项目,扶贫助困,西藏自治区
11143,神华公益基金会,扶贫项目,教育,四川省
11144,神华公益基金会,神华爱心母亲健康快车项目,卫生保健,内蒙古自治区，新疆维吾尔自治区
11145,神华公益基金会,其他项目,安全救灾,天津市
11146,神华公益基金会,援青项目,扶贫助困，卫生保健,青海省
11147,神华公益基金会,其他扶贫项目,扶贫助困，教育,全国
11148,神华公益基金会,河北、山西部分学校助学项目,教育,河北省，山西省
11149,神华公益基金会,2015年中央财政支持“神华爱心行动”医疗救助项目,医疗救助,广西壮族自治区，陕西省，甘肃省，青海省，宁夏回族自治区，新疆维吾尔自治区
11150,神华公益基金会,内蒙古扶贫帮困项目,扶贫助困，教育,内蒙古自治区
11151,石家庄市志愿服务基金会,“文明乘车进校园”志愿服务活动,志愿服务,河北省
11152,石家庄市志愿服务基金会,石家庄市志愿服务平台建设,志愿服务,河北省
11153,石家庄市志愿服务基金会,乐仁堂“善行圆梦”助学活动,教育,河北省
11154,石家庄市志愿服务基金会,众源驾校“善行圆梦”资助优秀贫困大学生活动,教育,河北省
11155,石家庄市志愿服务基金会,“善行圆梦”助学活动书画笔会,艺术,河北省
11156,石家庄市志愿服务基金会,长者养心堂,心理健康,河北省
11157,石家庄市志愿服务基金会,为公共文明引导志愿者制作小红帽,志愿服务,河北省
11158,石家庄市志愿服务基金会,“爱•拥抱”志愿服务活动,志愿服务,河北省
11159,石家庄市志愿服务基金会,三关爱,文化,河北省
11160,石家庄市志愿服务基金会,圆梦基金,教育,河北省
11161,石家庄市志愿服务基金会,“石钞与你同行”志愿服务活动,教育,河北省
11162,石家庄市志愿服务基金会,于开展医疗卫生改革群众问卷调查,卫生保健,河北省
11163,石家庄市志愿服务基金会,五个一关爱活动,公共服务,河北省
11164,石家庄市志愿服务基金会,建设6所学校的农民工子女成长驿站,教育,河北省
11165,天津市滨海社会救助基金会,继续开展’冬季送温暖‘活动项目,扶贫助困,天津市
11166,天津市滨海社会救助基金会,继续开展’金秋助学‘项目,教育,天津市
11167,天津市滨海社会救助基金会,继续开展’心系企业‘帮扶困难职工,医疗救助,天津市
11168,天津市滨海社会救助基金会,8.12火灾爆炸救助,安全救灾,天津市
11169,天津市滨海社会救助基金会,其他,体育,天津市
11170,天津市宏志教育基金会,困难学生助学,教育,天津市
11171,天津市宏志教育基金会,爱之梦希望基金,扶贫助困,天津市
11172,天津市宏志教育基金会,天津港爆炸事故,教育,天津市
11173,天津市宏志教育基金会,贫困学生助学金,教育,天津市
11174,天津市宏志教育基金会,农民工子女助学,教育,天津市
11175,浙江省老年事业发展基金会,送光明行动,医疗救助,浙江省
11176,浙江省老年事业发展基金会,助老济困送温暖,扶贫助困,浙江省
11177,浙江省老年事业发展基金会,农村老年活动设施建设,公共服务,浙江省
11178,浙江省老年事业发展基金会,爱心护理工程,公共服务,浙江省
11179,浙江省老年事业发展基金会,第四届“长者情”老年声乐大赛,艺术,浙江省
11180,浙江省李书福资助教育基金会,浙大医学项目,教育,浙江省
11181,浙江省李书福资助教育基金会,星车队定向资助,教育,北京市
11182,浙江省李书福资助教育基金会,绿跑道项目,体育,浙江省
11183,浙江省李书福资助教育基金会,员工子女教育基金,扶贫助困,浙江省
11184,浙江省李书福资助教育基金会,GM1000项目,扶贫助困,浙江省
11185,浙江省李书福资助教育基金会,资助贫困学生,扶贫助困,浙江省
11186,浙江省李书福资助教育基金会,关爱走访,教育,浙江省
11187,温州大学教育发展基金会,温州大学社会助学基金,教育,浙江省
11188,温州大学教育发展基金会,新湖大学生创业教育基金,教育,浙江省
11189,温州大学教育发展基金会,东海潮助学助教创新奖励基金（王孝安）,教育,浙江省
11190,温州大学教育发展基金会,温州大学东海潮助学助教创新基金（理财收益）,教育,浙江省
11191,温州大学教育发展基金会,温州大学华峰品德奖（瑞安慈善总会）,扶贫助困,浙江省
11192,温州大学教育发展基金会,美术与设计学院展厅建设专项捐赠款,扶贫助困,浙江省
11193,温州大学教育发展基金会,嘉华创新励志奖学金,教育,浙江省
11194,温州大学教育发展基金会,教师慰问奖金,教育,浙江省
11195,温州大学教育发展基金会,温州大学陈国同奖励基金,教育,浙江省
11196,温州大学教育发展基金会,数学学院奖学奖教基金（黄玉飞）,教育,浙江省
11197,温州大学教育发展基金会,温州东南碳制品有限公司,扶贫助困,浙江省
11198,温州大学教育发展基金会,温州大学建筑与土木工程学院南龙房开奖助学基金,教育,浙江省
11199,温州大学教育发展基金会,王振滔慈善基金会爱心接力计划·温州大学站爱心助力手助学金,教育,浙江省
11200,温州大学教育发展基金会,法政学院校友基金,扶贫助困,浙江省
11201,温州大学教育发展基金会,温州大学化材之光校友基金会,教育,浙江省
11202,温州市实验中学教育发展基金会,优秀学生奖励,教育,浙江省
11203,温州市实验中学教育发展基金会,优秀教师奖励,教育,浙江省
11204,温州市实验中学教育发展基金会,贫困教师资助,教育,浙江省
11205,温州市实验中学教育发展基金会,贫困学生资助,教育,浙江省
11206,温州市实验中学教育发展基金会,其他定向资助,教育,浙江省
11207,温州市实验中学教育发展基金会,爱心捐赠支出,扶贫助困,浙江省
11208,浙江省人民教育基金会,新疆阿克苏地区贫困支持计划,教育,新疆维吾尔自治区
11209,浙江省人民教育基金会,浙江理工大学贫困优秀学生支持计划,教育,浙江省
11210,武汉理工大学教育发展基金会,上海永环摩擦材料奖学金、CPIC科技创新基金、北京SMC奖学金、,教育,湖北省
11211,武汉理工大学教育发展基金会,友达光电奖学金、文杰助学金、ABS奖学金、中交一公司海外人才培养基金,教育,湖北省
11212,武汉理工大学教育发展基金会,粤新海工大学生科技创新基金、有方学生科技创新基金,教育,湖北省
11213,武汉理工大学教育发展基金会,扬帆奖学金、理工数传奖学金、湘爱助学金、名师教授奖学金,教育,湖北省
11214,武汉理工大学教育发展基金会,长城开发励志奖学金、凌码奖学金、法士特齿轮奖学金、北汽奖学金,教育,湖北省
11215,武汉理工大学教育发展基金会,拓普集团NVH奖学金、中海工业船舶奖学金、李文帅助学金、赛因特助学金,教育,湖北省
11216,武汉理工大学教育发展基金会,向斌助学金、中诚助学金、中迪信众华助学金、永拓助学金、长江助学金,教育,湖北省
11217,武汉理工大学教育发展基金会,天健万隆助学金、中证天通助学金、中德华建助学金、湖北造价协会助学金,教育,湖北省
11218,武汉理工大学教育发展基金会,江腾奖学金、华特磁电教育基金、晨宝奖学金、理学院力学校友奖学金,教育,湖北省
11219,武汉理工大学教育发展基金会,泰晶奖学金、道远奖学金、凌志奖学金、聚沙法律网专项助学金,教育,湖北省
11220,武汉理工大学教育发展基金会,刁苏波捐助学金、卓艺奖学金、卓尔助学金、卫华奖学金、港迪奖学金,教育,湖北省
11221,武汉理工大学教育发展基金会,宝供物流奖学金、永通奖(助)教学金、扬戈奖学金、PPG奖学金,教育,湖北省
11222,武汉理工大学教育发展基金会,宜瓷龙奖学金、许昌远东助学金、爱群助学金、谷雨奖学金,教育,湖北省
11223,武汉理工大学教育发展基金会,鑫利玻璃奖助学金、求新优秀奖学金、家兴奖学金、木兰奖教金,教育,湖北省
11224,武汉理工大学教育发展基金会,海印永业奖学金、朗坤奖学金、中远集团奖学金、航海奖学金,教育,湖北省
11225,武汉理工大学教育发展基金会,中国船级社奖学金、卓尔助学金、新长城助学金、衡瑞达助学金、正维助学金,教育,湖北省
11226,武汉理工大学教育发展基金会,中国建材奖学金、英国劳氏奖学金、招商局奖学金、四通信服成长帮扶基金,教育,湖北省
11227,武汉理工大学教育发展基金会,支持2014年材料文化节、资助2014中国大学生方程式汽车大赛,教育,湖北省
11228,武汉理工大学教育发展基金会,理工大技术中心建设、汽车学院校友会工作捐款,教育,湖北省
11229,武汉理工大学教育发展基金会,新能源汽车院形象LOGO作品征集、仁爱家和残疾人辅助器创新设计大赛,教育,湖北省
11230,浙江省体育基金会,“未来之星”,体育,浙江省
11231,武汉理工大学教育发展基金会,“扶贫日”定向捐款、武汉光庭科技支持校友工作,教育,湖北省
11232,浙江省体育基金会,“冠军摇篮·与你同行”,教育,浙江省
11233,浙江省体育基金会,“常青工程·与你同行”,公共服务,浙江省
11234,武汉理工大学教育发展基金会,西峡政府科技奖励,教育,湖北省
11235,武汉理工大学教育发展基金会,武汉氧气户外体育咨询公司、武汉国才文化教育咨询有限公司,教育,湖北省
11236,浙江省体育基金会,“与你同行”,体育,浙江省
11237,武汉理工大学教育发展基金会,(900012)武汉恒瑞电气有限公司、武汉华利斯建筑装饰有限公司,教育,湖北省
11238,武汉理工大学教育发展基金会,湖北瑞佳德建筑劳务有限公司、支持联系指导博士后开展企业创新实践活动,教育,湖北省
11239,浙江省体育基金会,“1617·与你同行”,公共服务,浙江省
11240,浙江省体育基金会,“体育拥军·与你同行”,体育,浙江省
11241,浙江省体育基金会,“敬老爱老·与你同行”,体育,浙江省
11242,浙江省体育基金会,“三人篮球·与你同行”,体育,浙江省
11243,浙江省阳光教育基金会,服刑人员困难家庭帮困示范项目,公共服务,全国
11244,浙江省阳光教育基金会,爱在后备箱,公共服务,全国
11245,浙江省阳光教育基金会,项目专项基金,公益行业发展,全国
11246,浙江省阳光教育基金会,阳光助建,教育,全国
11247,浙江省阳光教育基金会,残障儿童康复教育项目,医疗救助,全国
11248,浙江天景生公益基金会,对重庆龅牙兔教育捐赠,扶贫助困,重庆市
11249,浙江天景生公益基金会,嘉兴铭德公益捐款,教育,浙江省嘉兴市
11250,浙江天景生公益基金会,未来医学论坛,科学研究,浙江省杭州市
11251,浙江永强慈善基金会,知青文博，美化家园,扶贫助困,浙江省台州市临海市
11252,浙江正泰公益基金会,助学助困,教育,浙江省，甘肃省
11253,浙江正泰公益基金会,正泰创新奖,教育,全国
11254,浙江正泰公益基金会,正泰科技奖,教育,全国
11255,浙江正泰公益基金会,支持有机农业发展,三农,全国
11256,延安教科文发展基金会,精诚医学教育奖学金,教育,陕西省
11257,延安教科文发展基金会,“缅怀路遥”征文活动,教育,陕西省
11258,延安教科文发展基金会,宝钢教育基金,教育,陕西省
11259,延安教科文发展基金会,2015年迎新暨专业技能大赛项目,教育,陕西省
11260,延安教科文发展基金会,推荐好书,公益行业发展,陕西省
11261,浙江正泰公益基金会,其他公益项目,公益行业发展,浙江省温州市
11262,中国禁毒基金会,北京中生朗捷-检测试剂捐赠项目,公共安全,内蒙古自治区，宁夏回族自治区，天津市，黑龙江省，湖北省，广西壮族自治区，海南省，重庆市，四川省，西藏自治区，甘肃省，新疆维吾尔自治区
11263,中国禁毒基金会,广东云联惠网络科技有限公司,公共安全,内蒙古自治区，宁夏回族自治区
11264,中国禁毒基金会,广州万孚生物技术股份有限公司毒品检测产品捐赠项目,公共安全,辽宁省，吉林省，湖北省，广西壮族自治区，四川省，新疆维吾尔自治区
11265,中国禁毒基金会,南通伊士生物技术股份有限公司毒品检测试剂捐赠项,公共安全,辽宁省，湖北省，海南省，重庆市，四川省，云南省，西藏自治区
11266,中国禁毒基金会,禁毒宣传教育项目,公共安全,全国
11267,中国禁毒基金会,四川翔栩置业-带禁毒标识短袖T恤捐赠项目,公共安全,全国
11268,中华国际科学交流基金会,春雨工程,教育,全国
11269,中华国际科学交流基金会,杰出工程师奖,科学研究,全国
11270,中华国际科学交流基金会,学术研讨会,科学研究,全国
11271,友成企业家扶贫基金会,新公益研究项目,扶贫助困,全国
11272,友成企业家扶贫基金会,新公益倡导项目,扶贫助困,全国
11273,友成企业家扶贫基金会,新公益资助项目,扶贫助困,全国
11274,友成企业家扶贫基金会,创业咖啡项目,创业,全国
11275,友成企业家扶贫基金会,扶贫志愿者行动计划项目,志愿服务,全国
11276,友成企业家扶贫基金会,应急与灾后重建项目,安全救灾,全国，四川省，云南省
11277,友成企业家扶贫基金会,常青义教专项基金,教育,全国，四川省，云南省
11278,中国海油海洋环境与生态保护公益基金会,宁夏固原饮水安全连通工程项目,公共服务,宁夏回族自治区
11279,友成企业家扶贫基金会,小鹰计划项目,扶贫助困,全国
11280,中国海油海洋环境与生态保护公益基金会,援藏项目,扶贫助困,西藏自治区
11281,友成企业家扶贫基金会,TOMS鞋捐赠项目,扶贫助困,全国
11282,中国海油海洋环境与生态保护公益基金会,海洋增殖放流项目,环境,福建省福州市
11283,友成企业家扶贫基金会,非物质文化遗产项目,文化,贵州省
11284,中国海油海洋环境与生态保护公益基金会,资助中国海油大学生助学基金,教育,全国
11285,友成企业家扶贫基金会,奥比斯专项基金,扶贫助困,全国
11286,友成企业家扶贫基金会,修实公益专项基金,扶贫助困,全国
11287,中国海油海洋环境与生态保护公益基金会,海南保亭南茂中学建设项目,教育,海南省
11288,友成企业家扶贫基金会,毅恒挚友专项基金,扶贫助困,湖南省
11289,中国海油海洋环境与生态保护公益基金会,母亲水窖项目,公共服务,陕西省
11290,友成企业家扶贫基金会,一教室专项基金,教育,全国
11291,中国海油海洋环境与生态保护公益基金会,辽宁省海洋开发与斑海豹保护项目,动物保护,辽宁省
11292,中国海油海洋环境与生态保护公益基金会,山东省渤海区域滩涂贝类资源研究项目,科学研究,山东省
11293,中国海油海洋环境与生态保护公益基金会,内蒙古卓资县复兴乡黄榆凹段道路项目,公共服务,内蒙古自治区
11294,中国海油海洋环境与生态保护公益基金会,渤海对虾增殖容量研究,环境,内蒙古自治区
11295,中国海油海洋环境与生态保护公益基金会,海南省五指山中学建设项目,教育,海南省
11296,榆林学院教育发展基金会,教学发展项目,教育,陕西省
11297,中国海油海洋环境与生态保护公益基金会,“1+1”中国法律援助志愿者行动,志愿服务,全国
11298,榆林学院教育发展基金会,学生资助、培养项目,教育,陕西省
11299,中国海油海洋环境与生态保护公益基金会,健康快车项目,医疗救助,甘肃省
11300,榆林学院教育发展基金会,教师培养项目,教育,陕西省
11301,中国海油海洋环境与生态保护公益基金会,生态文明示范村建设项目,公共服务,甘肃省
11302,榆林学院教育发展基金会,扶贫捐赠项目,三农,陕西省
11303,中国海油海洋环境与生态保护公益基金会,贫困户养殖项目及帐篷购置项目,三农,甘肃省
11304,中国海油海洋环境与生态保护公益基金会,卓资县复兴乡拐角铺村小西沟防洪护村堤防工程,安全救灾,内蒙古自治区
11305,中国海油海洋环境与生态保护公益基金会,围填海工程海洋生态恢复对策措施及管理政策研究,科学研究,山东省
11306,中国海油海洋环境与生态保护公益基金会,石油行业安全环保合规性与可行性评估项目,公共服务,全国
11307,中国海油海洋环境与生态保护公益基金会,海洋石油勘探开发环境保护监督管理政策研究,环境,全国
11308,中国海油海洋环境与生态保护公益基金会,海洋生态文明建设理论体系及在此框架下的海洋倾废政策研究,环境,全国
11309,中国海油海洋环境与生态保护公益基金会,黄渤海江豚种群数量和洄游分布及其保护项目,动物保护,全国
11310,中国海油海洋环境与生态保护公益基金会,健全完善海洋工程环境保护监管机制研究项目,环境,全国
11311,中国海油海洋环境与生态保护公益基金会,国内外海洋环境保护政策跟踪与对比分析项目,环境,全国
11312,中国海油海洋环境与生态保护公益基金会,海洋公园开发保护管理对策研究项目,动物保护,全国
11313,中国海油海洋环境与生态保护公益基金会,地方政府海洋生态环境保护目标责任制及考核机制研究项目,环境,全国
11314,中国教师发展基金会,教学考试与教师发展专项基金,教育,江西省赣州市南康区
11315,云南省妇女儿童发展基金会,中国儿童少年基金会捐赠,教育,云南省
11316,中国教师发展基金会,西部教育创新人才教育专项基金,教育,河南省，贵州省，福建省
11317,云南省妇女儿童发展基金会,单位（个人）捐赠春蕾桥结对款,扶贫助困,云南省
11318,中国教师发展基金会,教育评价与教师发展专项基金,教育,全国
11319,云南省妇女儿童发展基金会,各单位为春蕾图书室捐赠图书款,教育,云南省
11320,云南省妇女儿童发展基金会,各地为彝良地震灾区捐款,安全救灾,云南省
11321,中国教师发展基金会,关爱特教园丁专项基金,扶贫助困,全国
11322,中国教师发展基金会,校园安全与教师发展专项基金,教育,全国
11323,中国教师发展基金会,教育类图书捐赠项目,扶贫助困,全国
11324,中国教师发展基金会,“中国教师发展基金会—飞亚达”项目,扶贫助困，教育,云南省
11325,中国教师发展基金会,“刘勃舒助教基金—永新县农村贫困教师资助奖”,教育,江西省
11326,中国教师发展基金会,生命教育专项基金,教育,全国
11327,中国教师发展基金会,“恩师情.我的老师”系列活动及教育系统基金会平台搭建,教育,全国
11328,中国教师发展基金会,“叶圣陶奖学金”,扶贫助困,全国
11329,中国教师发展基金会,云南省丽江市教学制服捐赠项目,扶贫助困,云南省
11330,中国教师发展基金会,教育信息化与教师发展项目,教育,全国
11331,中国教师发展基金会,资助特困教师项目,扶贫助困,全国
11332,中国科学技术大学教育基金会,张宗植奖学金,教育,安徽省
11333,中国科学技术大学教育基金会,王宽诚奖学金,教育,安徽省
11334,中国科学技术大学教育基金会,地奥奖学金,教育,安徽省
11335,中国科学技术大学教育基金会,何多慧奖学金,教育,安徽省
11336,中国科学技术大学教育基金会,平凡奖学金,教育,安徽省
11337,中国科学技术大学教育基金会,郭永怀奖学金,教育,安徽省
11338,中国科学技术大学教育基金会,海外校友基金,教育,安徽省
11339,中国科学技术大学教育基金会,新创基金,教育,安徽省
11340,中国科学技术大学教育基金会,杨亚基金,教育,安徽省
11341,中国科学技术大学教育基金会,校友总会活动基金,教育,安徽省
11342,中国科学技术大学教育基金会,科大教育基金,教育,安徽省
11343,中国科学技术大学教育基金会,精进助学金,教育,安徽省
11344,中国科学技术大学教育基金会,少年班基金,扶贫助困,安徽省
11345,中国科学技术大学教育基金会,火灾实验室基金,教育,安徽省
11346,中国科学技术大学教育基金会,润丰教育基金,教育,安徽省
11347,中国科学技术大学教育基金会,吴杭生基金,教育,安徽省
11348,中国科学技术大学教育基金会,8704校友基金,教育,安徽省
11349,中国科学技术大学教育基金会,通用电气奖学金,教育,安徽省
11350,中国科学技术大学教育基金会,海力士基金,教育,安徽省
11351,中国科学技术大学教育基金会,村田奖助学金,教育,安徽省
11352,中国科学技术大学教育基金会,宝钢奖学奖教金,教育,安徽省
11353,中国科学技术大学教育基金会,唐仲英德育奖学金,教育,安徽省
11354,中国科学技术大学教育基金会,李西廷基金,教育,安徽省
11355,中国科学技术大学教育基金会,丰田助学金,教育,安徽省
11356,中国科学技术大学教育基金会,思源奖助学金,教育,安徽省
11357,中国科学技术大学教育基金会,兴业复兴基金,文化,安徽省
11358,中国科学技术大学教育基金会,梅花奖捐赠,扶贫助困,安徽省
11359,中国科学技术大学教育基金会,思科基金,教育,安徽省
11360,中国科学技术大学教育基金会,化学学院基金,教育,安徽省
11361,中国科学技术大学教育基金会,工程学院基金,教育,安徽省
11362,中国科学技术大学教育基金会,计算机学院基金,教育,安徽省
11363,中国科学技术大学教育基金会,公共事务学院基金,教育,安徽省
11364,中国科学技术大学教育基金会,陈国良院士基金,教育,安徽省
11365,中国科学技术大学教育基金会,安徽讯飞基金,教育,安徽省
11366,中国科学技术大学教育基金会,光华奖学金,教育,安徽省
11367,中国科学技术大学教育基金会,苏州工业园奖学金,教育,安徽省
11368,中国科学技术大学教育基金会,学生处基金,教育,安徽省
11369,中国科学技术大学教育基金会,软件学院基金,教育,安徽省
11370,中国科学技术大学教育基金会,校友工作发展基金,扶贫助困,安徽省
11371,中国科学技术大学教育基金会,管理学院基金,教育,安徽省
11372,中国科学技术大学教育基金会,领导力奖学金,教育,安徽省
11373,中国科学技术大学教育基金会,讯飞人才基金,教育,安徽省
11374,中国科学技术大学教育基金会,吴阶平医学基金,教育,安徽省
11375,中国科学技术大学教育基金会,华瑜奖学金,教育,安徽省
11376,中国科学技术大学教育基金会,先研院基金,科学研究,安徽省
11377,中国科学技术大学教育基金会,化学院冬令营基金,教育,安徽省
11378,中国科学技术大学教育基金会,教育基金捐赠,教育,安徽省
11379,中国科学技术大学教育基金会,信息学院基金,教育,安徽省
11380,中国绿色碳汇基金会,中国石油碳汇造林项目,环境,全国
11381,中国绿色碳汇基金会,山西碳汇基金项目,环境,山西省
11382,中国绿色碳汇基金会,老牛生态恢复与保护基金项目,环境,内蒙古自治区
11383,中国绿色碳汇基金会,大兴安岭碳汇基金项目,环境,内蒙古自治区，黑龙江省
11384,中国绿色碳汇基金会,福建建峰包装公司2010碳中和项目,环境,福建省
11385,中国绿色碳汇基金会,黑龙江碳汇基金项目,环境,黑龙江省
11386,中国绿色碳汇基金会,拯救中国虎基金项目,动物保护,全国
11387,中国绿色碳汇基金会,黑河碳汇基金项目,环境,黑龙江省黑河市
11388,中国绿色碳汇基金会,陵水碳汇基金项目,环境,海南省
11389,中国绿色碳汇基金会,海南碳汇基金项目,环境,海南省
11390,中国绿色碳汇基金会,澄迈碳汇基金项目,环境,海南省
11391,中国绿色碳汇基金会,临安碳汇基金项目,环境,浙江省杭州市临安市
11392,中国绿色碳汇基金会,香港赛马会东江源碳汇造林项目,环境,广东省
11393,中国绿色碳汇基金会,基于低碳经济下中国中小城市发展的科研项目,环境,福建省宁德市福鼎市，福建省宁德市柘荣县
11394,中国绿色碳汇基金会,永安碳汇基金项目,环境,福建省三明市永安市
11395,中国绿色碳汇基金会,中国低碳旅游基金项目,环境,北京市
11396,中国绿色碳汇基金会,为地球母亲基金项目,环境,河北省，甘肃省武威市凉州区
11397,中国绿色碳汇基金会,2014年第三届中国公益慈善项目交流展示会碳中和林项目,环境,河南省
11398,中国绿色碳汇基金会,生态公益林保护项目社会经济影响评价及可持续性对策研究,科学研究,全国
11399,中国绿色碳汇基金会,国际核证碳减排标准云南省西双版纳州森林管理碳汇项目,科学研究,云南省
11400,中国绿色碳汇基金会,2014年东北林业大学碳汇林,环境,黑龙江省哈尔滨市
11401,中国绿色碳汇基金会,基于清洁能源技术应用的缅甸森林保护示范项目,环境,缅甸
11402,中国绿色碳汇基金会,首届世界生态系统治理论坛,科学研究,北京市
11403,中国绿色碳汇基金会,中国绿公司年会碳汇林项目,环境,内蒙古自治区
11404,中国绿色碳汇基金会,文化艺术委员会南方基地成立宣传项目,环境,广东省
11405,中国绿色碳汇基金会,书画艺术研究院项目,科学研究,云南省
11406,中国绿色碳汇基金会,濒危野生动物保护基金项目,动物保护,陕西省
11407,中国绿色碳汇基金会,打击濒危野生动植物非法贸易基金项目,动物保护,全国
11408,中国绿色碳汇基金会,神奇野性中国基金项目,环境,四川省
11409,中国绿色碳汇基金会,中国林业温室气体自愿减排项目-张家口碳汇造林项目开发,科学研究,河北省张家口市
11410,中国绿色碳汇基金会,2015年临沂市义务植树碳汇造林项目,环境,山东省临沂市
11411,中国绿色碳汇基金会,2013第五届中国生态文明与绿色竞争力大会碳中和林项目,环境,山西省大同市
11412,中国人寿慈善基金会,湖南省卫生与计划生育委员会捐赠项目,扶贫助困,湖南省
11413,中国人寿慈善基金会,向中国人寿定点扶贫县捐赠体育用品项目,扶贫助困,湖北省十堰市郧西县，广西壮族自治区崇左市天等县，广西壮族自治区崇左市龙州县，贵州省黔东南苗族侗族自治州天柱县
11414,中国人寿慈善基金会,向中国妇女发展基金会捐款项目,扶贫助困,全国
11415,中国人寿慈善基金会,鲁甸地震灾区援建及地震孤儿助养项目,扶贫助困,云南省
11416,中国人寿慈善基金会,向中国计划生育协会捐款项目,扶贫助困,全国
11417,中国人寿慈善基金会,第七其中国人寿爱心夏令营,扶贫助困,江西省南昌市，江西省吉安市
11418,中国人寿慈善基金会,黑龙江贫困地区医疗救护车捐赠项目,扶贫助困,黑龙江省
11419,中国人寿慈善基金会,中国人寿定点扶贫县捐赠项目,扶贫助困,湖北省十堰市郧西县，广西壮族自治区崇左市天等县，广西壮族自治区崇左市龙州县
11420,中国人寿慈善基金会,中国公安民警英烈基金捐款项目,扶贫助困,全国
11421,中国人寿慈善基金会,姚基金希望小学篮球季项目,扶贫助困,全国
11422,增爱公益基金会,边远地区义诊及医生培训项目,卫生保健,全国
11423,增爱公益基金会,“增爱慈箐医疗“项目,医疗救助,全国，山东省
11424,增爱公益基金会,“增爱CA”项目,医疗救助,上海市
11425,增爱公益基金会,中国环球小姐慈善晚宴,教育,全国
11426,增爱公益基金会,“天爱艺术中心”项目,教育，心理健康,江苏省
11427,中南大学教育基金会,中南大学教育发展基金,教育,湖南省
11428,中南大学教育基金会,蒋维英奖学金,教育,湖南省
11429,中南大学教育基金会,萨帕奖学金,教育,湖南省
11430,中南大学教育基金会,东睦奖学金,教育,湖南省
11431,中南大学教育基金会,屈原奖学金,教育,湖南省
11432,增爱公益基金会,“守护天使”孤儿教育项目,教育,上海市
11433,增爱公益基金会,增爱教育与社会发展项目（青云学子计划）,教育,全国
11434,中南大学教育基金会,中矿地质工程奖励金,教育,湖南省
