index,foundation,project,field,location
344,招商局慈善基金会,绿丝带慈善公益“虫儿飞”系列活动,卫生保健,青海省
345,招商局慈善基金会,向中国预防性病艾滋病基金会捐款,医疗救助,云南省，湖北省，安徽省，新疆维吾尔自治区
346,招商局慈善基金会,向深圳社责中心捐款,公益行业发展,广东省深圳市
347,招商局慈善基金会,爱佑童心－招商局专项基金,医疗救助,
348,招商局慈善基金会,真爱梦想乡村儿童素质教育计划,教育,
349,招商局慈善基金会,滇西贫困乡村社区综合发展项目,三农,云南省
350,招商局慈善基金会,乌蒙山区贫困乡村社区综合发展项目,三农,贵州省毕节地区
351,招商局慈善基金会,仪陇贫困乡村社区综合发展,三农,四川省南充市仪陇县
352,招商局慈善基金会,乡村社区工作者培训计划,三农,
353,招商局慈善基金会,非公募基金会发展论坛,公益行业发展,广东省广州市
354,招商局慈善基金会,威宁1.20火灾捐款,安全救灾,贵州省毕节地区威宁彝族回族苗族自治县
355,招商局慈善基金会,雅安地震救灾捐赠,安全救灾,四川省雅安市
356,招商局慈善基金会,420联合救援信息分析研究项目,科学研究,
357,招商局慈善基金会,420联合救援清仁乡仁加村工作站建设项目,志愿服务,四川省雅安市芦山县
358,招商局慈善基金会,福建漳州“西马仑”热带风暴受灾社区救灾,安全救灾,福建省漳州市
359,浙江大学教育基金会,奖学金资助项目,教育,浙江省
360,浙江大学教育基金会,助学金资助项目,教育,浙江省
361,浙江大学教育基金会,国际交流资助项目,国际事务,浙江省
362,浙江大学教育基金会,基础设施、教学及学科发展资助项目,教育,浙江省
363,浙江大学教育基金会,社会公益活动,安全救灾，教育,浙江省，广西壮族自治区，安徽省宣城市绩溪县，四川省雅安市名山区，云南省
364,中国发展研究基金会,国际交流项目,国际事务,
365,中国发展研究基金会,高级培训班,国际事务,美国，英国
366,中国发展研究基金会,社会试验和政策研究项目,科学研究,
367,中国发展研究基金会,资助研究项目,科学研究,
368,中国发展研究基金会,提供服务项目,科学研究,
369,中国法律援助基金会,中央彩票公益金法律援助项目,法律实施,
370,中国法律援助基金会,“1+1”法律援助项目,法律实施，志愿服务,
371,中国法律援助基金会,“法援苍生”万里行项目,法律实施，艺术,西藏自治区，四川省，青海省，甘肃省，湖南省
372,中国法律援助基金会,立德树人法律援助项目,法律实施,广东省珠海市
373,中国扶贫基金会,芦山地震救援项目,安全救灾,四川省雅安市芦山县
374,中国扶贫基金会,爱心包裹项目,扶贫助困,全国
375,中国扶贫基金会,筑巢行动项目,教育,全国
376,中国扶贫基金会,爱加餐项目,扶贫助困,
377,中国扶贫基金会,玉树地震救援项目,公共服务,青海省玉树藏族自治州
378,中国扶贫基金会,母婴平安120项目,卫生保健,
379,中国扶贫基金会,新长城助学项目,教育,
380,中国扶贫基金会,溪桥工程项目,公共服务,云南省，贵州省，四川省，江西省，甘肃省
381,中国扶贫基金会,善行100项目,志愿服务,
382,中国扶贫基金会,国际援助项目,国际事务,非洲，苏丹
383,中国扶贫基金会,美丽乡村项目,三农,贵州省黔东南苗族侗族自治州台江县，四川省雅安市宝兴县
384,中国扶贫基金会,NGO发展项目,公益行业发展,
385,中国扶贫基金会,小额信贷项目,扶贫助困,全国
386,中国妇女发展基金会,雅安抗震救灾,安全救灾,四川省雅安市芦山县
387,中国妇女发展基金会,中央专项彩票公基金,卫生保健,
388,中国妇女发展基金会,母亲邮包,扶贫助困,
389,中国妇女发展基金会,建行英模母亲资助计划,公共安全,
390,中国妇女发展基金会,母亲健康快车,扶贫助困,
391,中国妇女发展基金会,母亲水窖,扶贫助困,
392,中国妇女发展基金会,水库移民妇女发展扶持基金,扶贫助困,云南省，四川省
393,中国妇女发展基金会,其他,扶贫助困,
394,中国关心下一代健康体育基金会,天安门活动,文化,北京市
395,中国关心下一代健康体育基金会,忠诚卫士,文化,
396,中国关心下一代健康体育基金会,服装捐赠项目,扶贫助困,宁夏回族自治区，吉林省，福建省，四川省，云南省
397,中国关心下一代健康体育基金会,国学教育,教育，文化,广东省，河南省，福建省，四川省，贵州省
398,中国关心下一代健康体育基金会,乳糖不耐受项目,科学研究,
399,中国光华科技基金会,书海工程,教育，文化,
400,中国光华科技基金会,物华工程,扶贫助困,
401,中国光华科技基金会,大音工程,文化,
402,中国光华科技基金会,中国物流发展基金,公益行业发展,
403,中国光华科技基金会,三乐教育基金,教育,
404,中国光华科技基金会,光华国际科技成果展,科学研究,
405,中国光华科技基金会,光华科普大讲堂,科学研究,
406,中国光华科技基金会,光华医学发展促进计划,卫生保健，医疗救助,
407,中国光华科技基金会,光华树才计划,教育,
408,中国光华科技基金会,保护母亲河项目,环境,
409,中国光华科技基金会,SK公益基金,志愿服务,北京市，上海市，四川省，广东省深圳市
410,中国光华科技基金会,诺基亚公益基金,教育,
411,中国光华科技基金会,探月工程公益基金,科学研究,
412,中国光华科技基金会,智库基金,科学研究,
413,中国光华科技基金会,永庚公益项目,教育,北京市，吉林省，上海市，福建省厦门市
414,中国光华科技基金会,明月行动,环境,非洲
415,中国光华科技基金会,农家书屋工程发展基金,公共服务,
416,中国光华科技基金会,节能减排公益基金,环境,
417,中国国际文化交流基金会,英华基金北京师范大学助学金项目,教育,北京市
418,中国国际文化交流基金会,陕西佳县英华助教金项目,教育,陕西省榆林市佳县
419,中国国际文化交流基金会,北京师范大学社会实践项目,志愿服务,甘肃省白银市靖远县
420,中国国际文化交流基金会,北京师范大学英华奖学金项目,教育,北京市
421,中国国际文化交流基金会,中国国际文化再教育基金,教育,
422,中国国际文化交流基金会,四川通江英华乡村教师培训基金项目,教育,四川省
423,中国国际文化交流基金会,甘肃靖远乡村教师培训基金,教育,甘肃省白银市靖远县
424,中国国际文化交流基金会,西藏江孜白居寺古籍修复项目,文化,西藏自治区
425,中国国际文化交流基金会,云南佛学院迪庆藏传佛教分院伙食补助项目,文化,云南省
426,中国国际文化交流基金会,中国藏学研究珠峰奖项目,科学研究,
427,中国国际文化交流基金会,陕西子洲勤+缘助教金项目,教育,陕西省榆林市子洲县
428,中国国际文化交流基金会,陕西子洲贺田助教金项目,教育,陕西省榆林市子洲县
429,中国国际文化交流基金会,纳雍黔峰助教金项目,教育,贵州省毕节地区纳雍县
430,中国国际文化交流基金会,镇远黔峰助教金项目,教育,贵州省黔东南苗族侗族自治州镇远县
431,中国国际文化交流基金会,黄平黔峰助教金项目,教育,贵州省黔东南苗族侗族自治州黄平县
432,中国国际文化交流基金会,普定黔峰助教金项目,教育,贵州省安顺市普定县
433,中国国际文化交流基金会,丹寨黔峰助教金项目,教育,贵州省黔东南苗族侗族自治州丹寨县
434,中国国际文化交流基金会,三穗黔峰助教金项目（2013年补充协议）,教育,贵州省黔东南苗族侗族自治州三穗县
435,中国国际文化交流基金会,明德奖第一期,教育,北京市，上海市，湖北省，陕西省，湖南省，贵州省
436,中国国际文化交流基金会,明德奖第二期,教育,内蒙古自治区，江西省，广西壮族自治区，云南省，新疆维吾尔自治区
437,中国国际文化交流基金会,华人少年儿童作文比赛项目,文化,
438,中国国际文化交流基金会,师范大学瀚德学院,教育,北京市
439,中国国际文化交流基金会,香港律师资助陕西佳县特岗教师项目,教育,陕西省榆林市佳县
440,中国海油海洋环境与生态保护公益基金会,海南省保亭县定点扶贫项目,教育,海南省省直辖县级行政单位保亭黎族苗族自治县
441,中国海油海洋环境与生态保护公益基金会,海南省五指山市扶贫项目,教育,海南省省直辖县级行政单位五指山市
442,中国海油海洋环境与生态保护公益基金会,芦山地震捐款,安全救灾,四川省雅安市芦山县
443,中国海油海洋环境与生态保护公益基金会,母亲邮包项目,公共服务,四川省雅安市芦山县
444,中国海油海洋环境与生态保护公益基金会,甘肃省合作市扶贫项目,公共服务,甘肃省
445,中国海油海洋环境与生态保护公益基金会,甘肃省夏河县扶贫项目,公共服务,甘肃省甘南藏族自治州夏河县
446,中国海油海洋环境与生态保护公益基金会,中国海油大学生助学基金项目,教育,全国
447,中国海油海洋环境与生态保护公益基金会,母亲水窖项目,扶贫助困,
448,中国海油海洋环境与生态保护公益基金会,中央企业集善工程项目,公共服务,
449,中国海油海洋环境与生态保护公益基金会,1+1中国法律援助志愿者行动,公益行业发展，志愿服务,
450,中国海油海洋环境与生态保护公益基金会,健康快车项目,医疗救助,广东省韶关市，广西壮族自治区贵港市，甘肃省定西市，湖北省黄冈市
451,中国海油海洋环境与生态保护公益基金会,江西省兴国县贫困户土坯房改造项目,三农,江西省赣州市兴国县
452,中国海油海洋环境与生态保护公益基金会,“践行广东精神-感恩东江环保行”项目,环境,广东省
453,中国海油海洋环境与生态保护公益基金会,黄河三角洲湿地保护项目,环境,山东省
454,中国海油海洋环境与生态保护公益基金会,美丽渔村项目,三农,
455,中国海油海洋环境与生态保护公益基金会,援藏项目,扶贫助困,西藏自治区
456,中国海油海洋环境与生态保护公益基金会,支持斑海豹保护研究项目,动物保护,辽宁省大连市
457,中国海油海洋环境与生态保护公益基金会,增殖放流项目,动物保护,海南省
458,中国海油海洋环境与生态保护公益基金会,支持政府向社会组织购买服务项目研究,公益行业发展，科学研究,北京市
459,中国海油海洋环境与生态保护公益基金会,希望工程,教育,河北省，陕西省延安市延川县
460,中国华侨公益基金会,侨爱心工程项目,侨务,
461,中国华侨公益基金会,福建侨心基金（福建代表处）,扶贫助困，教育，三农,福建省
462,中国华侨公益基金会,专项基金,教育，侨务，卫生保健,甘肃省，江苏省
463,中国华侨公益基金会,爱童中国医疗项目,医疗救助,
464,中国华侨公益基金会,南侨机工项目,侨务,
465,中国华侨公益基金会,树人班项目,教育,甘肃省白银市，江苏省盐城市，湖北省荆州市
